,participant_id,status,topic,response
243,288,niwi,bike_sharing_stations,no_opinion
244,288,niwi,bike_sharing_ebike,no_opinion
245,288,niwi,bike_sharing_cargo,1
246,288,niwi,repair_stations,no_opinion
247,288,niwi,covered_parking,no_opinion
248,288,niwi,save_parking,no_opinion
249,288,niwi,showers,no_opinion
250,288,niwi,ebike_charging,1
251,288,niwi,cycling_network,1
252,289,niwi,bike_sharing_stations,no_opinion
253,289,niwi,bike_sharing_ebike,no_opinion
254,289,niwi,bike_sharing_cargo,no_opinion
255,289,niwi,repair_stations,no_opinion
256,289,niwi,covered_parking,no_opinion
257,289,niwi,save_parking,no_opinion
258,289,niwi,showers,no_opinion
259,289,niwi,ebike_charging,no_opinion
260,289,niwi,cycling_network,no_opinion
261,290,niwi,bike_sharing_stations,-2
262,290,niwi,bike_sharing_ebike,-2
263,290,niwi,bike_sharing_cargo,-2
264,290,niwi,repair_stations,-2
265,290,niwi,covered_parking,2
266,290,niwi,save_parking,2
267,290,niwi,showers,0
268,290,niwi,ebike_charging,2
269,290,niwi,cycling_network,0
270,291,student,bike_sharing_stations,2
271,291,student,bike_sharing_ebike,-1
272,291,student,bike_sharing_cargo,0
273,291,student,repair_stations,1
274,291,student,covered_parking,2
275,291,student,save_parking,1
276,291,student,showers,1
277,291,student,ebike_charging,0
278,291,student,cycling_network,2
279,292,prof,bike_sharing_stations,-2
280,292,prof,bike_sharing_ebike,-2
281,292,prof,bike_sharing_cargo,-2
282,292,prof,repair_stations,1
283,292,prof,covered_parking,2
284,292,prof,save_parking,1
285,292,prof,showers,-1
286,292,prof,ebike_charging,1
287,292,prof,cycling_network,no_opinion
288,294,student,bike_sharing_stations,-1
289,294,student,bike_sharing_ebike,-2
290,294,student,bike_sharing_cargo,-2
291,294,student,repair_stations,1
292,294,student,covered_parking,2
293,294,student,save_parking,-1
294,294,student,showers,1
295,294,student,ebike_charging,-2
296,294,student,cycling_network,2
297,295,prof,bike_sharing_stations,-1
298,295,prof,bike_sharing_ebike,-1
299,295,prof,bike_sharing_cargo,-2
300,295,prof,repair_stations,0
301,295,prof,covered_parking,2
302,295,prof,save_parking,1
303,295,prof,showers,-1
304,295,prof,ebike_charging,-1
305,295,prof,cycling_network,2
306,296,niwi,bike_sharing_stations,-2
307,296,niwi,bike_sharing_ebike,-2
308,296,niwi,bike_sharing_cargo,-2
309,296,niwi,repair_stations,-2
310,296,niwi,covered_parking,0
311,296,niwi,save_parking,0
312,296,niwi,showers,0
313,296,niwi,ebike_charging,0
314,296,niwi,cycling_network,2
315,298,wimi,bike_sharing_stations,-2
316,298,wimi,bike_sharing_ebike,-2
317,298,wimi,bike_sharing_cargo,-2
318,298,wimi,repair_stations,1
319,298,wimi,covered_parking,1
320,298,wimi,save_parking,-1
321,298,wimi,showers,-1
322,298,wimi,ebike_charging,-1
323,298,wimi,cycling_network,1
324,299,student,bike_sharing_stations,no_opinion
325,299,student,bike_sharing_ebike,no_opinion
326,299,student,bike_sharing_cargo,no_opinion
327,299,student,repair_stations,no_opinion
328,299,student,covered_parking,no_opinion
329,299,student,save_parking,no_opinion
330,299,student,showers,no_opinion
331,299,student,ebike_charging,no_opinion
332,299,student,cycling_network,no_opinion
333,300,niwi,bike_sharing_stations,no_opinion
334,300,niwi,bike_sharing_ebike,no_opinion
335,300,niwi,bike_sharing_cargo,no_opinion
336,300,niwi,repair_stations,no_opinion
337,300,niwi,covered_parking,no_opinion
338,300,niwi,save_parking,no_opinion
339,300,niwi,showers,no_opinion
340,300,niwi,ebike_charging,no_opinion
341,300,niwi,cycling_network,no_opinion
342,301,wimi,bike_sharing_stations,1
343,301,wimi,bike_sharing_ebike,-1
344,301,wimi,bike_sharing_cargo,-1
345,301,wimi,repair_stations,2
346,301,wimi,covered_parking,2
347,301,wimi,save_parking,2
348,301,wimi,showers,2
349,301,wimi,ebike_charging,1
350,301,wimi,cycling_network,2
351,302,wimi,bike_sharing_stations,-1
352,302,wimi,bike_sharing_ebike,-1
353,302,wimi,bike_sharing_cargo,-1
354,302,wimi,repair_stations,0
355,302,wimi,covered_parking,2
356,302,wimi,save_parking,2
357,302,wimi,showers,-1
358,302,wimi,ebike_charging,1
359,302,wimi,cycling_network,2
360,303,niwi,bike_sharing_stations,no_opinion
361,303,niwi,bike_sharing_ebike,no_opinion
362,303,niwi,bike_sharing_cargo,no_opinion
363,303,niwi,repair_stations,no_opinion
364,303,niwi,covered_parking,no_opinion
365,303,niwi,save_parking,no_opinion
366,303,niwi,showers,no_opinion
367,303,niwi,ebike_charging,no_opinion
368,303,niwi,cycling_network,no_opinion
369,304,student,bike_sharing_stations,1
370,304,student,bike_sharing_ebike,1
371,304,student,bike_sharing_cargo,no_opinion
372,304,student,repair_stations,no_opinion
373,304,student,covered_parking,no_opinion
374,304,student,save_parking,no_opinion
375,304,student,showers,-1
376,304,student,ebike_charging,no_opinion
377,304,student,cycling_network,no_opinion
378,305,niwi,bike_sharing_stations,no_answer
379,305,niwi,bike_sharing_ebike,no_answer
380,305,niwi,bike_sharing_cargo,no_answer
381,305,niwi,repair_stations,no_answer
382,305,niwi,covered_parking,no_answer
383,305,niwi,save_parking,no_answer
384,305,niwi,showers,no_answer
385,305,niwi,ebike_charging,no_answer
386,305,niwi,cycling_network,no_answer
387,306,wimi,bike_sharing_stations,no_opinion
388,306,wimi,bike_sharing_ebike,no_opinion
389,306,wimi,bike_sharing_cargo,no_opinion
390,306,wimi,repair_stations,no_opinion
391,306,wimi,covered_parking,no_opinion
392,306,wimi,save_parking,no_opinion
393,306,wimi,showers,no_opinion
394,306,wimi,ebike_charging,no_opinion
395,306,wimi,cycling_network,no_opinion
396,307,niwi,bike_sharing_stations,no_opinion
397,307,niwi,bike_sharing_ebike,no_opinion
398,307,niwi,bike_sharing_cargo,no_opinion
399,307,niwi,repair_stations,no_opinion
400,307,niwi,covered_parking,no_opinion
401,307,niwi,save_parking,no_opinion
402,307,niwi,showers,no_opinion
403,307,niwi,ebike_charging,no_opinion
404,307,niwi,cycling_network,no_opinion
405,309,wimi,bike_sharing_stations,no_opinion
406,309,wimi,bike_sharing_ebike,no_opinion
407,309,wimi,bike_sharing_cargo,no_opinion
408,309,wimi,repair_stations,no_opinion
409,309,wimi,covered_parking,no_opinion
410,309,wimi,save_parking,no_opinion
411,309,wimi,showers,2
412,309,wimi,ebike_charging,no_opinion
413,309,wimi,cycling_network,no_opinion
414,310,niwi,bike_sharing_stations,-1
415,310,niwi,bike_sharing_ebike,-1
416,310,niwi,bike_sharing_cargo,-1
417,310,niwi,repair_stations,1
418,310,niwi,covered_parking,1
419,310,niwi,save_parking,1
420,310,niwi,showers,1
421,310,niwi,ebike_charging,-1
422,310,niwi,cycling_network,0
423,311,wimi,bike_sharing_stations,-2
424,311,wimi,bike_sharing_ebike,-2
425,311,wimi,bike_sharing_cargo,1
426,311,wimi,repair_stations,1
427,311,wimi,covered_parking,2
428,311,wimi,save_parking,1
429,311,wimi,showers,0
430,311,wimi,ebike_charging,-2
431,311,wimi,cycling_network,2
432,312,niwi,bike_sharing_stations,no_answer
433,312,niwi,bike_sharing_ebike,no_answer
434,312,niwi,bike_sharing_cargo,no_answer
435,312,niwi,repair_stations,no_answer
436,312,niwi,covered_parking,no_answer
437,312,niwi,save_parking,no_answer
438,312,niwi,showers,no_answer
439,312,niwi,ebike_charging,no_answer
440,312,niwi,cycling_network,no_answer
441,314,niwi,bike_sharing_stations,no_opinion
442,314,niwi,bike_sharing_ebike,no_opinion
443,314,niwi,bike_sharing_cargo,no_opinion
444,314,niwi,repair_stations,no_opinion
445,314,niwi,covered_parking,no_opinion
446,314,niwi,save_parking,no_opinion
447,314,niwi,showers,no_opinion
448,314,niwi,ebike_charging,no_opinion
449,314,niwi,cycling_network,no_opinion
450,315,student,bike_sharing_stations,1
451,315,student,bike_sharing_ebike,1
452,315,student,bike_sharing_cargo,1
453,315,student,repair_stations,1
454,315,student,covered_parking,1
455,315,student,save_parking,1
456,315,student,showers,1
457,315,student,ebike_charging,1
458,315,student,cycling_network,1
459,316,prof,bike_sharing_stations,-1
460,316,prof,bike_sharing_ebike,-2
461,316,prof,bike_sharing_cargo,0
462,316,prof,repair_stations,2
463,316,prof,covered_parking,2
464,316,prof,save_parking,1
465,316,prof,showers,2
466,316,prof,ebike_charging,1
467,316,prof,cycling_network,2
468,318,niwi,bike_sharing_stations,no_opinion
469,318,niwi,bike_sharing_ebike,no_opinion
470,318,niwi,bike_sharing_cargo,no_opinion
471,318,niwi,repair_stations,no_opinion
472,318,niwi,covered_parking,no_opinion
473,318,niwi,save_parking,no_opinion
474,318,niwi,showers,no_opinion
475,318,niwi,ebike_charging,no_opinion
476,318,niwi,cycling_network,no_opinion
477,319,student,bike_sharing_stations,no_opinion
478,319,student,bike_sharing_ebike,no_opinion
479,319,student,bike_sharing_cargo,no_opinion
480,319,student,repair_stations,no_opinion
481,319,student,covered_parking,no_opinion
482,319,student,save_parking,no_opinion
483,319,student,showers,no_opinion
484,319,student,ebike_charging,no_opinion
485,319,student,cycling_network,no_opinion
486,320,student,bike_sharing_stations,0
487,320,student,bike_sharing_ebike,-1
488,320,student,bike_sharing_cargo,-1
489,320,student,repair_stations,0
490,320,student,covered_parking,1
491,320,student,save_parking,1
492,320,student,showers,0
493,320,student,ebike_charging,0
494,320,student,cycling_network,2
495,321,student,bike_sharing_stations,2
496,321,student,bike_sharing_ebike,2
497,321,student,bike_sharing_cargo,-2
498,321,student,repair_stations,2
499,321,student,covered_parking,2
500,321,student,save_parking,-2
501,321,student,showers,-2
502,321,student,ebike_charging,-2
503,321,student,cycling_network,2
504,323,student,bike_sharing_stations,-2
505,323,student,bike_sharing_ebike,-2
506,323,student,bike_sharing_cargo,-2
507,323,student,repair_stations,0
508,323,student,covered_parking,2
509,323,student,save_parking,0
510,323,student,showers,0
511,323,student,ebike_charging,0
512,323,student,cycling_network,2
513,330,niwi,bike_sharing_stations,-1
514,330,niwi,bike_sharing_ebike,-1
515,330,niwi,bike_sharing_cargo,-1
516,330,niwi,repair_stations,1
517,330,niwi,covered_parking,1
518,330,niwi,save_parking,0
519,330,niwi,showers,-2
520,330,niwi,ebike_charging,1
521,330,niwi,cycling_network,2
522,331,wimi,bike_sharing_stations,1
523,331,wimi,bike_sharing_ebike,-2
524,331,wimi,bike_sharing_cargo,0
525,331,wimi,repair_stations,1
526,331,wimi,covered_parking,2
527,331,wimi,save_parking,0
528,331,wimi,showers,2
529,331,wimi,ebike_charging,-1
530,331,wimi,cycling_network,1
531,332,wimi,bike_sharing_stations,no_opinion
532,332,wimi,bike_sharing_ebike,no_opinion
533,332,wimi,bike_sharing_cargo,no_opinion
534,332,wimi,repair_stations,no_opinion
535,332,wimi,covered_parking,no_opinion
536,332,wimi,save_parking,2
537,332,wimi,showers,2
538,332,wimi,ebike_charging,2
539,332,wimi,cycling_network,2
540,333,niwi,bike_sharing_stations,no_opinion
541,333,niwi,bike_sharing_ebike,no_opinion
542,333,niwi,bike_sharing_cargo,no_opinion
543,333,niwi,repair_stations,no_opinion
544,333,niwi,covered_parking,no_opinion
545,333,niwi,save_parking,no_opinion
546,333,niwi,showers,no_opinion
547,333,niwi,ebike_charging,no_opinion
548,333,niwi,cycling_network,no_opinion
549,334,niwi,bike_sharing_stations,0
550,334,niwi,bike_sharing_ebike,-2
551,334,niwi,bike_sharing_cargo,-1
552,334,niwi,repair_stations,1
553,334,niwi,covered_parking,2
554,334,niwi,save_parking,2
555,334,niwi,showers,-2
556,334,niwi,ebike_charging,-2
557,334,niwi,cycling_network,2
558,335,niwi,bike_sharing_stations,no_answer
559,335,niwi,bike_sharing_ebike,no_answer
560,335,niwi,bike_sharing_cargo,no_answer
561,335,niwi,repair_stations,no_answer
562,335,niwi,covered_parking,2
563,335,niwi,save_parking,2
564,335,niwi,showers,no_answer
565,335,niwi,ebike_charging,no_answer
566,335,niwi,cycling_network,2
567,336,niwi,bike_sharing_stations,no_opinion
568,336,niwi,bike_sharing_ebike,no_opinion
569,336,niwi,bike_sharing_cargo,no_opinion
570,336,niwi,repair_stations,no_opinion
571,336,niwi,covered_parking,no_opinion
572,336,niwi,save_parking,no_opinion
573,336,niwi,showers,no_opinion
574,336,niwi,ebike_charging,no_opinion
575,336,niwi,cycling_network,no_opinion
576,337,niwi,bike_sharing_stations,1
577,337,niwi,bike_sharing_ebike,0
578,337,niwi,bike_sharing_cargo,0
579,337,niwi,repair_stations,1
580,337,niwi,covered_parking,2
581,337,niwi,save_parking,2
582,337,niwi,showers,2
583,337,niwi,ebike_charging,1
584,337,niwi,cycling_network,2
585,338,niwi,bike_sharing_stations,no_opinion
586,338,niwi,bike_sharing_ebike,-2
587,338,niwi,bike_sharing_cargo,-2
588,338,niwi,repair_stations,no_opinion
589,338,niwi,covered_parking,2
590,338,niwi,save_parking,no_opinion
591,338,niwi,showers,no_opinion
592,338,niwi,ebike_charging,no_opinion
593,338,niwi,cycling_network,0
594,339,wimi,bike_sharing_stations,1
595,339,wimi,bike_sharing_ebike,-2
596,339,wimi,bike_sharing_cargo,-2
597,339,wimi,repair_stations,1
598,339,wimi,covered_parking,2
599,339,wimi,save_parking,-1
600,339,wimi,showers,-1
601,339,wimi,ebike_charging,-2
602,339,wimi,cycling_network,2
603,340,wimi,bike_sharing_stations,no_opinion
604,340,wimi,bike_sharing_ebike,no_opinion
605,340,wimi,bike_sharing_cargo,no_opinion
606,340,wimi,repair_stations,no_opinion
607,340,wimi,covered_parking,no_opinion
608,340,wimi,save_parking,no_opinion
609,340,wimi,showers,no_opinion
610,340,wimi,ebike_charging,no_opinion
611,340,wimi,cycling_network,no_opinion
612,342,wimi,bike_sharing_stations,-2
613,342,wimi,bike_sharing_ebike,-2
614,342,wimi,bike_sharing_cargo,-2
615,342,wimi,repair_stations,1
616,342,wimi,covered_parking,2
617,342,wimi,save_parking,2
618,342,wimi,showers,0
619,342,wimi,ebike_charging,-1
620,342,wimi,cycling_network,2
621,343,niwi,bike_sharing_stations,-2
622,343,niwi,bike_sharing_ebike,-2
623,343,niwi,bike_sharing_cargo,-2
624,343,niwi,repair_stations,1
625,343,niwi,covered_parking,2
626,343,niwi,save_parking,-1
627,343,niwi,showers,1
628,343,niwi,ebike_charging,-2
629,343,niwi,cycling_network,2
630,345,student,bike_sharing_stations,no_opinion
631,345,student,bike_sharing_ebike,no_opinion
632,345,student,bike_sharing_cargo,no_opinion
633,345,student,repair_stations,no_opinion
634,345,student,covered_parking,no_opinion
635,345,student,save_parking,no_opinion
636,345,student,showers,no_opinion
637,345,student,ebike_charging,no_opinion
638,345,student,cycling_network,no_opinion
639,346,wimi,bike_sharing_stations,-2
640,346,wimi,bike_sharing_ebike,-2
641,346,wimi,bike_sharing_cargo,0
642,346,wimi,repair_stations,-1
643,346,wimi,covered_parking,2
644,346,wimi,save_parking,1
645,346,wimi,showers,-2
646,346,wimi,ebike_charging,-1
647,346,wimi,cycling_network,1
648,347,student,bike_sharing_stations,-2
649,347,student,bike_sharing_ebike,-2
650,347,student,bike_sharing_cargo,-2
651,347,student,repair_stations,1
652,347,student,covered_parking,2
653,347,student,save_parking,0
654,347,student,showers,-1
655,347,student,ebike_charging,0
656,347,student,cycling_network,2
657,348,wimi,bike_sharing_stations,no_opinion
658,348,wimi,bike_sharing_ebike,no_opinion
659,348,wimi,bike_sharing_cargo,no_opinion
660,348,wimi,repair_stations,no_opinion
661,348,wimi,covered_parking,no_opinion
662,348,wimi,save_parking,no_opinion
663,348,wimi,showers,no_opinion
664,348,wimi,ebike_charging,no_opinion
665,348,wimi,cycling_network,no_opinion
666,349,prof,bike_sharing_stations,no_opinion
667,349,prof,bike_sharing_ebike,no_opinion
668,349,prof,bike_sharing_cargo,no_opinion
669,349,prof,repair_stations,no_opinion
670,349,prof,covered_parking,no_opinion
671,349,prof,save_parking,no_opinion
672,349,prof,showers,no_opinion
673,349,prof,ebike_charging,no_opinion
674,349,prof,cycling_network,1
675,351,niwi,bike_sharing_stations,no_opinion
676,351,niwi,bike_sharing_ebike,no_opinion
677,351,niwi,bike_sharing_cargo,no_opinion
678,351,niwi,repair_stations,1
679,351,niwi,covered_parking,1
680,351,niwi,save_parking,2
681,351,niwi,showers,2
682,351,niwi,ebike_charging,2
683,351,niwi,cycling_network,2
684,352,niwi,bike_sharing_stations,0
685,352,niwi,bike_sharing_ebike,0
686,352,niwi,bike_sharing_cargo,0
687,352,niwi,repair_stations,0
688,352,niwi,covered_parking,1
689,352,niwi,save_parking,2
690,352,niwi,showers,1
691,352,niwi,ebike_charging,0
692,352,niwi,cycling_network,2
693,355,prof,bike_sharing_stations,no_opinion
694,355,prof,bike_sharing_ebike,no_opinion
695,355,prof,bike_sharing_cargo,no_opinion
696,355,prof,repair_stations,no_opinion
697,355,prof,covered_parking,no_opinion
698,355,prof,save_parking,no_opinion
699,355,prof,showers,no_opinion
700,355,prof,ebike_charging,no_opinion
701,355,prof,cycling_network,no_opinion
702,356,other,bike_sharing_stations,no_opinion
703,356,other,bike_sharing_ebike,no_opinion
704,356,other,bike_sharing_cargo,no_opinion
705,356,other,repair_stations,no_opinion
706,356,other,covered_parking,2
707,356,other,save_parking,2
708,356,other,showers,2
709,356,other,ebike_charging,no_opinion
710,356,other,cycling_network,2
711,357,niwi,bike_sharing_stations,-2
712,357,niwi,bike_sharing_ebike,-2
713,357,niwi,bike_sharing_cargo,-2
714,357,niwi,repair_stations,1
715,357,niwi,covered_parking,2
716,357,niwi,save_parking,2
717,357,niwi,showers,1
718,357,niwi,ebike_charging,2
719,357,niwi,cycling_network,2
720,358,niwi,bike_sharing_stations,no_opinion
721,358,niwi,bike_sharing_ebike,no_opinion
722,358,niwi,bike_sharing_cargo,no_opinion
723,358,niwi,repair_stations,no_opinion
724,358,niwi,covered_parking,no_opinion
725,358,niwi,save_parking,no_opinion
726,358,niwi,showers,no_opinion
727,358,niwi,ebike_charging,no_opinion
728,358,niwi,cycling_network,no_opinion
729,359,niwi,bike_sharing_stations,-2
730,359,niwi,bike_sharing_ebike,-2
731,359,niwi,bike_sharing_cargo,-2
732,359,niwi,repair_stations,2
733,359,niwi,covered_parking,-2
734,359,niwi,save_parking,-2
735,359,niwi,showers,-2
736,359,niwi,ebike_charging,-2
737,359,niwi,cycling_network,-2
738,361,wimi,bike_sharing_stations,0
739,361,wimi,bike_sharing_ebike,0
740,361,wimi,bike_sharing_cargo,0
741,361,wimi,repair_stations,0
742,361,wimi,covered_parking,1
743,361,wimi,save_parking,0
744,361,wimi,showers,1
745,361,wimi,ebike_charging,0
746,361,wimi,cycling_network,0
747,362,student,bike_sharing_stations,no_opinion
